android.sensor.accelerometer#std,android.sensor.linear_acceleration#mean,android.sensor.gyroscope#mean,speed#min,speed#mean,speed#max,android.sensor.linear_acceleration#max,android.sensor.magnetic_field#mean,android.sensor.linear_acceleration#min,android.sensor.light#max,android.sensor.gyroscope#max,android.sensor.magnetic_field#min,android.sensor.light#mean,android.sensor.magnetic_field#max,android.sensor.light#min,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,sound#min,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#mean,sound#mean,android.sensor.magnetic_field_uncalibrated#max,sound#max,android.sensor.gravity#max,android.sensor.pressure#max,android.sensor.pressure#min,android.sensor.gravity#mean,android.sensor.game_rotation_vector#std,android.sensor.gravity#min,android.sensor.gravity#std,android.sensor.rotation_vector#mean,activityrecognition#1,android.sensor.linear_acceleration#std,android.sensor.accelerometer#mean,android.sensor.pressure#mean,android.sensor.magnetic_field#std,android.sensor.gyroscope_uncalibrated#max,android.sensor.step_counter#min,android.sensor.step_counter#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.rotation_vector#min,android.sensor.gyroscope#min,android.sensor.game_rotation_vector#mean,target
0.013581181,0.0207046,0.006378032,8.21674664822017,8.235253551705396,8.25352779037074,0.029262323,42.08702357,0.008917249,5.0,0.012354881,41.56333449,5.0,42.8981275,5.0,0.002531852,0.034454009,10.1604826,10.1983758,80.62089433,99.77634641,100.1559824,80.62089433,100.4220175,80.62089433,9.806650622,1016.2188160375391,1016.1891426016684,9.806650055,1.45e-05,9.806649643,3.8e-07,0.989800013,100,0.008709555,10.18086734,1016.2031394793013,0.472455912,0.039222242,10112.205783456624,10112.523522718226,0.029251596,0.989766282,0.002490223,0.995052764,2
0.298172238,0.10104854,0.251735071,0.993526,0.993526,0.993526,0.169826195,39.35083584,0.032270884,2.0,0.257231575,39.35083584,2.0,39.35083584,2.0,0.007773231,0.076223645,9.183982831,10.57302469,84.41888953,261.7370833,263.2626954,84.4749283,265.2420107,84.53096708,9.806545566,1016.2188160375391,1016.1891426016684,9.806545566,0.008233283,9.806545566,2.02e-05,0.582883063,54,0.097266294,9.709153021,1016.2031394793013,4.403479814,0.111779995,10112.205783456624,10112.523522718226,0.040667294,0.578187394,0.246238566,0.779378918,2
0.312273768,0.65852092,0.108372343,17.75,17.75,17.75,1.031575634,105.9522782,0.224795689,331.6980653220726,0.959588476,104.7490985,288.82554488125294,108.3432306,254.14086103309742,0.189651912,0.209903331,9.0519519,9.987013936,89.75435982,86.15788326,87.49711796,89.75435982,88.83635265,89.75435982,9.806650586,1016.2188160375391,1016.1891426016684,9.806650123,0.005474934,9.806649435,3.55e-07,0.903642052,100,0.406797436,9.528491943,1016.2031394793013,1.353424713,0.761539345,10112.205783456624,10112.523522718226,0.035575738,0.89745509,0.009608555,0.780513519,1
4.496925603,6.589221631,1.936650541,8.21674664822017,8.235253551705396,8.25352779037074,6.589221631,40.30161287,6.589221631,0.0,3.5498734,40.30161287,0.0,40.30161287,0.0,1.213517578,2.253986948,4.184304743,20.96536867,78.45165828883567,105.7735831,105.7735831,78.72485504254868,105.7735831,78.99721252769464,9.806630861,1016.2188160375391,1016.1891426016684,9.806630861,0.017401499,9.806630861,7.03e-06,0.998301852,100,2.478024753,10.09849406,1016.2031394793013,1.827060932,4.452186446,10112.205783456624,10112.523522718226,0.880997528,0.998301852,0.678904506,0.813853583,4
0.054377099,0.128744857,0.088144367,8.21674664822017,8.235253551705396,8.25352779037074,0.251551077,41.92721668,0.043067176,5.0,0.393253255,41.22226903,5.0,42.96339709,5.0,0.107638935,0.07135945,10.08524721,10.25111884,69.34920219,98.4231694,102.6997432,69.34920219,107.1175102,69.34920219,9.806650733,1016.2188160375391,1016.1891426016684,9.806650322,0.003507948,9.806649977,2.6e-07,0.99715201,100,0.07683481,10.19246377,1016.2031394793013,0.713654713,0.142784269,10112.205783456624,10112.523522718226,0.034081973,0.996052479,0.008181956,0.991040984,2
2.839777908,12.09295099,1.834563396,1.0,1.125,1.25,33.60487216,43.13707519,3.905136101,1.0,3.512055573,41.27606232,1.0,44.3515589,1.0,1.066838366,1.584286162,6.762555023,15.59466885,89.79579577,121.2183477,125.0978862,89.79579577,134.1367039,89.79579577,9.806650914,1016.2188160375391,1016.1891426016684,9.806650337,0.009404759,9.806649405,4.08e-07,0.761913388,83,9.94345623,9.899483559,1016.2031394793013,1.15166065,3.272676588,1490.0,1490.0,0.291985584,0.687126181,0.329424214,0.92180631,4
0.73941808,0.168623005,0.027931444,33.75,33.875,34.0,0.168623005,79.53504538,0.168623005,58.0,0.060281793,78.25510707,58.0,80.92702298,58.0,0.014852824,0.042840852,8.099911664,11.17852604,78.45165828883567,165.517134,168.3813863,78.72485504254868,170.3188851,78.99721252769464,9.806650744,1016.2188160375391,1016.1891426016684,9.80665036,0.00041018,9.806650156,3.33e-07,0.339335164,100,0.487024632,9.764914019,1016.2031394793013,0.976130401,0.051397142,10112.205783456624,10112.523522718226,0.033202947,0.335829198,0.005971842,0.997470063,1
0.013050549,0.016455381,0.001668608,0.0,0.0,0.0,0.016455381,45.10975504,0.016455381,8.0,0.003195794,45.10975504,8.0,45.10975504,8.0,0.000685684,0.015878763,9.814481615,9.867058275,78.45165828883567,21.46671843,21.46671843,78.72485504254868,21.46671843,78.99721252769464,9.806649948,1005.67993,1005.67993,9.806649948,3.89e-05,9.806649948,2.18e-07,0.9653315,100,0.007074035,9.840979637,1005.67993,0.114602359,0.018234391,10112.205783456624,10112.523522718226,0.013724972,0.9653315,0.001065265,0.260766137,2
0.023715294,0.031281214,0.001690059,8.21674664822017,8.235253551705396,8.25352779037074,0.057188396,28.80390214,0.005374033,2.0,0.003195794,28.51192829,2.0,29.095876,2.0,0.000791429,0.016216834,9.765503544,9.880349274,78.45165828883567,45.7364202,45.7364202,78.72485504254868,45.7364202,78.99721252769464,9.80665089,1006.011,1006.011,9.80665089,0.000136543,9.80665089,2.38e-07,0.885836771,100,0.036638288,9.821241691,1006.011,0.412913382,0.018358436,10112.205783456624,10112.523522718226,0.013724972,0.885836771,0.001065265,0.603619201,2
0.295130633,0.127391459,0.270307147,0.993526,0.993526,0.993526,0.14380824,40.40043703,0.110974678,2.0,0.412518147,40.40043703,2.0,40.40043703,2.0,0.140345521,0.134245889,9.050715907,11.00343445,83.70970983,259.3106321,261.406584,84.13318985,262.8696876,84.35809748,9.806548481,1016.2188160375391,1016.1891426016684,9.806548481,0.008057864,9.806548481,1.88e-05,0.538070382,54,0.023216834,9.730397471,1016.2031394793013,4.403479814,0.134245889,10112.205783456624,10112.523522718226,0.134245889,0.529355684,0.044572237,0.72354407,2
0.254989455,0.044141325,0.020230254,8.21674664822017,8.235253551705396,8.25352779037074,0.044141325,112.0937005,0.044141325,45.0,0.104191476,111.7108329,45.0,112.4943554,45.0,0.029359452,0.107102747,9.118590204,10.10302275,69.72577522,172.1129284,172.3774654,69.72577522,172.593424,69.72577522,9.806648546,1037.5757,1037.5503,9.806648546,0.00041042,9.806648546,2.22e-07,0.281466687,100,0.002747216,9.714569983,1037.564813,0.183731279,0.235112497,10112.205783456624,10112.523522718226,0.022058918,0.281466687,0.002992616,0.35609699,3
3.697971015,5.794448333,1.244050107,1.5,1.5,1.5,9.028083263,47.13065746,3.766178918,6.0,3.037638313,46.34892361,4.5,48.10808092,3.0,0.813041533,1.285617279,3.979284087,14.53978287,89.75972662,142.670625,142.670625,89.75972662,142.670625,89.75972662,9.80665121,1016.2188160375391,1016.1891426016684,9.806650219,0.010390431,9.806649445,4.95e-07,0.958244699,100,2.830475023,8.534806608,1016.2031394793013,0.859782799,2.392306902,1201.0,1201.0,0.464908487,0.916672111,0.275583802,0.983593332,4
0.272659906,0.413857487,0.029667163,8.21674664822017,8.235253551705396,8.25352779037074,0.878328422,38.48345953,0.061692376,331.6980653220726,0.131832193,37.77067034,288.82554488125294,39.63479521,254.14086103309742,0.031923552,0.051274126,9.754750912,10.66852521,88.25861417,130.262964,130.262964,88.9821194,130.262964,89.70562464,9.806650717,1016.2188160375391,1016.1891426016684,9.806650171,0.008485358,9.806649603,3.4e-07,0.977050842,100,0.360750857,10.02564492,1016.2031394793013,0.704446056,0.103475319,10112.205783456624,10112.523522718226,0.031651753,0.97613814,0.004118884,0.900078904,0
0.127722181,0.088376749,0.076397984,0.90623474,0.90623474,0.90623474,0.088376749,51.56416664,0.088376749,27.0,0.137931159,51.56416664,27.0,51.56416664,27.0,0.059364178,0.710826682,9.312685111,10.01407086,57.65049076,260.3232741,263.6011277,57.65049076,266.8789812,57.65049076,9.806542275,1016.2188160375391,1016.1891426016684,9.806542275,0.021456166,9.806542275,1.68e-05,0.991817331,92,0.194248033,9.764391072,1016.2031394793013,0.874145457,0.710826682,10112.205783456624,10112.523522718226,0.710826682,0.990695517,0.01947118,0.656991572,2
3.328673217,1.3159705831263195,0.31253628333133576,2.236068,2.236068,2.236068,2.1575919730844597,56.21250772925611,0.863086307595666,2.0,0.7350416003926156,54.26780495101297,2.0,58.20710912883278,2.0,0.18990341907912608,0.31280685696505695,5.053768946,18.95147507,67.29852068,136.95589564102863,138.40906591391834,72.39755612,139.907247660583,77.49659156,9.806591519407524,1016.2188160375391,1016.1891426016684,9.806560747614345,0.011875942305517377,9.806529526668273,0.00012203942,0.7659315870879737,100,0.6027711069877095,10.41210505,1016.2031394793013,1.7729416747154003,0.6149611913767177,10112.205783456624,10112.523522718226,0.12542673854240283,0.7502729484673241,0.08949412389580515,0.7592804100270907,4
0.272532111,0.350339794,0.021603599,0.0,0.0,0.0,0.464318921,55.86406544,0.253826098,8.0,0.039251721,54.55031051,4.5,57.54073736,1.0,0.008664734,0.036364362,9.247339274,10.4860867,86.66733311,164.7096143,165.5669507,86.66733311,166.424287,86.66733311,9.806650439,1016.2188160375391,1016.1891426016684,9.806650038,0.005121694,9.806649624,2.41e-07,0.458173726,100,0.098797273,9.93558184,1016.2031394793013,0.908416872,0.053446789,10112.205783456624,10112.523522718226,0.021670306,0.406805045,0.006106605,0.358190088,1
0.094208051,1.339542833,0.248017646,0.0,0.0,0.0,4.398083142,36.0005738,0.126053647,2.0,1.120679084,36.0005738,2.0,36.0005738,2.0,0.307637554,0.350948892,10.00607058,10.13930088,89.75040321,91.85369736,92.31875952,89.76592281,92.78382169,89.78144242,9.806650454,1016.2188160375391,1016.1891426016684,9.806650167,0.011523739,9.806649773,2.3e-07,0.953037824,51,1.770367554,10.07268573,1016.2031394793013,1.771099979,0.630168255,6096.0,6096.0,0.112212492,0.935268282,0.023583291,0.770167658,4
0.412846612,0.412780153,0.049305781,17.697832,17.697832,17.697832,0.412780153,35.15571966,0.412780153,4243.0,0.082163599,35.02284968,4243.0,35.28356596,4243.0,0.031913168,0.042977389,8.906632314,10.55118523,82.26147787,79.15181809,79.38888671,82.26147787,79.51314395,82.26147787,9.806640161,998.66235,998.66235,9.806640161,0.000432744,9.806640161,2.26e-07,0.777502069,75,1.877071139,9.681336618,998.66235,0.108285365,0.09978293,10112.205783456624,10112.523522718226,0.013724972,0.768999815,0.006737324,0.939598303,1
1.283204078,1.721314412,0.615398648,1.19105,1.19105,1.19105,1.721314412,39.0611583,1.721314412,331.6980653220726,2.02835837,34.09000382,288.82554488125294,44.51802357,254.14086103309742,0.655962204,0.778458255,9.764512915,14.0281256,77.06422669,36.37886577,53.45585342,77.06422669,66.91254787,77.06422669,9.806651599,1011.9184,1011.9184,9.806651335,0.010594698,9.806651181,2.3e-07,0.955201995,5,0.852303664,11.06894917,1011.9184,3.797038874,1.253073458,29514.0,29514.0,0.320856788,0.955201995,0.051964659,0.943836368,4
0.017070325,1.3159705831263195,0.31253628333133576,0.0,0.0,0.0,2.1575919730844597,56.21250772925611,0.863086307595666,34.0,0.7350416003926156,54.26780495101297,33.5,58.20710912883278,33.0,0.18990341907912608,0.31280685696505695,9.654372895,9.729916033,49.30765703,136.95589564102863,138.40906591391834,49.30765703,139.907247660583,49.30765703,9.806591519407524,1016.2188160375391,1016.1891426016684,9.806560747614345,0.011875942305517377,9.806529526668273,0.00012203942,0.7659315870879737,100,0.6027711069877095,9.69054913,1016.2031394793013,1.7729416747154003,0.6149611913767177,10112.205783456624,10112.523522718226,0.12542673854240283,0.7502729484673241,0.08949412389580515,0.7592804100270907,1
0.136865673,0.180260256,0.069720635,0.0,0.0,0.0,0.180260256,41.39798267,0.180260256,2.0,0.148554589,41.39798267,2.0,41.39798267,2.0,0.055340377,0.085759301,9.322400078,10.22104198,84.27088637,264.7303832,264.7303832,84.38232736,264.7303832,84.49376835,9.806594519,1016.2188160375391,1016.1891426016684,9.806583179,0.006638098,9.80657184,1.6e-05,0.595625363,54,0.097266294,9.730385086,1016.2031394793013,4.403479814,0.11155276,10112.205783456624,10112.523522718226,0.04752202,0.592118371,0.026486487,0.796485876,2
0.782634049,0.2435461,0.081169262,9.091069,9.091069,9.091069,0.2435461,45.60164927,0.2435461,0.0,0.081169262,45.10709479,0.0,46.09620375,0.0,0.014870157,0.064036473,7.432048534,12.13672291,85.89417316,168.4896239,168.4896239,85.89417316,168.4896239,85.89417316,9.806646419,1042.867,1042.867,9.806644113,0.005242429,9.806641808,3.26e-06,0.670535992,85,0.018939566,9.807533518,1042.867,0.699405655,0.078429008,10112.205783456624,10112.523522718226,0.046377506,0.670535992,0.081169262,0.684223903,0
1.242317396,2.437621649,0.244124974,8.21674664822017,8.235253551705396,8.25352779037074,4.13675811,38.25084679,1.337162058,331.6980653220726,0.720540399,36.97123201,288.82554488125294,39.49545934,254.14086103309742,0.200234337,0.198893363,6.341007524,10.90868351,89.77665269,128.6618361,128.6618361,89.77665269,128.6618361,89.77665269,9.806650683,1016.2188160375391,1016.1891426016684,9.806650267,0.004684725,9.806649859,2.43e-07,0.976778155,100,1.492730722,9.395328146,1016.2031394793013,0.918284421,0.351197463,10112.205783456624,10112.523522718226,0.117703048,0.973136983,0.04028071,0.944918717,0
3.597504745,4.146328983,1.429345767,0.75,0.75,0.75,6.379497817,45.52065121,2.037785468,331.6980653220726,3.176449465,44.6569053,288.82554488125294,46.25246254,254.14086103309742,0.815008911,1.540064994,4.853963149,15.96645755,89.68884415,158.2289534,160.9729826,89.68884415,163.7170119,89.68884415,9.806650804,1016.2188160375391,1016.1891426016684,9.806650134,0.054428431,9.806649388,4.56e-07,0.953692188,100,1.798413931,9.668009965,1016.2031394793013,0.714204501,3.084528364,542.0,542.0,0.394781194,0.943251633,0.383322389,0.766797692,4
0.25097248,0.626377088,0.161340102,13.20201,13.20201,13.20201,0.724178479,9.218459741,0.528575697,1440.0,0.515731038,9.218459741,1440.0,9.218459741,1440.0,0.159636304,0.284680089,9.419976282,10.54038079,76.33410367,58.23409844,58.85902293,76.33410367,59.48394741,76.33410367,9.806646397,1006.3386,1006.3386,9.806644375,0.101503141,9.806642354,2.86e-06,0.690474247,85,0.138312053,9.857332935,1006.3386,1.019784331,0.662057366,10112.205783456624,10112.523522718226,0.054505743,0.576666004,0.043921976,0.632117418,1
0.607952664,1.3159705831263195,0.31253628333133576,20.5,20.5,20.5,2.1575919730844597,56.21250772925611,0.863086307595666,305.0,0.7350416003926156,54.26780495101297,305.0,58.20710912883278,305.0,0.18990341907912608,0.31280685696505695,8.592087671,11.84206933,72.582073,136.95589564102863,138.40906591391834,72.582073,139.907247660583,72.582073,9.806591519407524,1016.2188160375391,1016.1891426016684,9.806560747614345,0.011875942305517377,9.806529526668273,0.00012203942,0.7659315870879737,46,0.6027711069877095,9.774353262,1016.2031394793013,1.7729416747154003,0.6149611913767177,10112.205783456624,10112.523522718226,0.12542673854240283,0.7502729484673241,0.08949412389580515,0.7592804100270907,1
0.843316038,1.3159705831263195,0.31253628333133576,5.5,6.0,6.5,2.1575919730844597,56.21250772925611,0.863086307595666,3.0,0.7350416003926156,54.26780495101297,3.0,58.20710912883278,3.0,0.18990341907912608,0.31280685696505695,8.396030682,12.56807994,76.37770829,136.95589564102863,138.40906591391834,76.37770829,139.907247660583,76.37770829,9.806591519407524,1016.2188160375391,1016.1891426016684,9.806560747614345,0.011875942305517377,9.806529526668273,0.00012203942,0.7659315870879737,100,0.6027711069877095,10.0526354,1016.2031394793013,1.7729416747154003,0.6149611913767177,10112.205783456624,10112.523522718226,0.12542673854240283,0.7502729484673241,0.08949412389580515,0.7592804100270907,1
0.068007311,0.091731619,0.05642916,0.0,0.0,0.0,0.091731619,45.65166173,0.091731619,135.0,0.137367282,45.65166173,135.0,45.65166173,135.0,0.070215154,0.044043853,9.651530732,10.00133233,82.87465646,241.7512119,242.6127788,82.87465646,243.8986246,82.87465646,9.806608581,1016.2188160375391,1016.1891426016684,9.806608581,0.001073889,9.806608581,1.09e-05,0.701652309,100,0.028498355,9.844261111,1016.2031394793013,1.257995922,0.065119495,9242.0,9242.0,0.017997214,0.701648754,0.011845117,0.48684084,2
0.496074763,1.387178113,0.069794695,6.75,6.75,6.75,1.92064691,46.43457531,0.62354398,2.0,0.262437977,44.56598568,1.5,47.73824965,1.0,0.050521229,0.102286029,8.730820628,10.9442073,89.78594798,153.5339536,153.9352412,89.78594798,154.3365288,89.78594798,9.806650271,1016.2188160375391,1016.1891426016684,9.806649957,0.004138039,9.806649269,3.14e-07,0.871737799,15,0.678491757,9.665247091,1016.2031394793013,1.100185563,0.257558833,10112.205783456624,10112.523522718226,0.044739251,0.870519605,0.016184577,0.630155889,0
0.340393818,0.363732328,0.012775643,37.09235,37.3616212,37.62144,1.228584302,112.0233423,0.032379907,838.0,0.103604839,105.7088927,808.0,114.591012,723.0,0.010799602,0.021006421,8.653050775,10.82342029,78.45165828883567,105.7088927,112.0258944,78.72485504254868,114.591012,78.99721252769464,9.806651347,1008.8601,1008.7334,9.806650112,0.004040469,9.80664895,4.59e-07,0.764436677,90,0.194400234,9.735955275,1008.801098,1.639957273,0.098621858,1483.0,1483.0,0.008848752,0.763779708,0.0,0.036693915,3
